date,product_code,customer_code,date_key,year,month_name,month_short_name,quarter,year_quarter,customer,market,platform,channel,division,category,product,variant,sold_quantity,price_inr,total_amount_inr
2024-03-01,BADMDA1B05,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Stiff Shaft,10,3010,30100
2024-03-01,BADM376040,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Flexible Shaft,1,2250,2250
2024-03-01,BADM03A202,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Head Light,7,3980,27860
2024-03-01,BADME151E6,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,4U Weight,7,1430,10010
2024-03-01,BADMDA5EC8,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Advanced,7,2820,19740
2024-03-01,BADM48A260,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Beginner,6,2260,13560
2024-03-01,BADM8FFE12,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Stiff Shaft,7,3140,21980
2024-03-01,BADM1B8332,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,3U Weight,11,4910,54010
2024-03-01,BADM7E90FB,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Badminton,Badminton Racket,BX AeroLite Badminton Racket,3U Weight,7,1750,12250
2024-03-01,BASK7F5383,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Jersey,AX DryFit Basketball Jersey,L,7,3660,25620
2024-03-01,BASKEE612D,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball,BX Grip Indoor Basketball,Size 7,6,4130,24780
2024-03-01,BASK4C69DF,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Jersey,AX DryFit Basketball Jersey,M,6,830,4980
2024-03-01,BASK9E4294,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball,BX Grip Indoor Basketball,Size 5,4,4230,16920
2024-03-01,BASKEE32E4,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball,BX Grip Indoor Basketball,Size 6,8,1580,12640
2024-03-01,BASKE57A19,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Hoop,HX Portable Basketball Hoop,Standard Height,4,940,3760
2024-03-01,BASK728A58,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Shoes,RX Jump Basketball Shoes,UK 7,8,8180,65440
2024-03-01,BASKED86BF,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Hoop,HX Portable Basketball Hoop,Adjustable Height,12,6390,76680
2024-03-01,BASK32528E,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Basketball,Basketball Shoes,RX Jump Basketball Shoes,UK 9,8,7070,56560
2024-03-01,CAMP24F868,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Tent,CX QuickPitch Tent,4 Person,5,4540,22700
2024-03-01,CAMPA3B110,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Lantern,LX BrightGlow LED Lantern,Rechargeable,3,4400,13200
2024-03-01,CAMPEE1159,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Lantern,LX BrightGlow LED Lantern,Battery,9,4600,41400
2024-03-01,CAMP7A5E65,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Stove,PX MiniGas Stove,Single Burner,6,1890,11340
2024-03-01,CAMP69AF0F,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Folding Chair,MX Relax Folding Chair,XL,12,8550,102600
2024-03-01,CAMP10C410,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Ice Box,FX ChillBox Cooler,20L,2,6000,12000
2024-03-01,CAMPECAADE,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Sleeping Bag,HX WarmComfort Sleeping Bag,-5°C,11,10560,116160
2024-03-01,CAMPF24336,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Tent,CX QuickPitch Tent,2 Person,2,11540,23080
2024-03-01,CAMPE624C8,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Mat,TX RollLite Sleeping Mat,15 mm,8,4980,39840
2024-03-01,CAMP11E3FA,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Folding Chair,MX Relax Folding Chair,Standard,4,7410,29640
2024-03-01,CAMPCB6B05,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Ice Box,FX ChillBox Cooler,40L,12,1160,13920
2024-03-01,CAMPDFA679,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Stove,PX MiniGas Stove,Double Burner,2,1970,3940
2024-03-01,CAMP4005E6,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Camping,Camping Tools,NX MultiTool Knife Set,11-in-1,5,840,4200
2024-03-01,CRIC6888B0,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Intermediate,3,3360,10080
2024-03-01,CRICE4E9A2,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,White 156g,1,4480,4480
2024-03-01,CRIC670481,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Rubber Ball,4,1650,6600
2024-03-01,CRICCCD675,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Left Hand,1,9230,9230
2024-03-01,CRIC05FECB,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,Heavy Duty Edition,2,1350,2700
2024-03-01,CRIC681856,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Balanced Weight,1,9680,9680
2024-03-01,CRICBBFD56,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,60L,1,5540,5540
2024-03-01,CRIC57FB52,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,White 142g,1,2060,2060
2024-03-01,CRIC294CD6,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Red 156g,3,700,2100
2024-03-01,CRIC892BAA,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,80L,3,6400,19200
2024-03-01,CRIC2AE4DF,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Helmet,AX Guard Cricket Helmet,Lightweight Edition,2,6400,12800
2024-03-01,CRIC1FC74E,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Heavyweight,62,3630,225060
2024-03-01,CRIC905F1B,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Adult,66,4320,285120
2024-03-01,CRIC35B3C7,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Right Hand,50,8480,424000
2024-03-01,CRIC462BA5,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Medium,46,5380,247480
2024-03-01,CRICBDB8DA,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,70L,27,6910,186570
2024-03-01,CRIC1BA87E,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Youth,42,4960,208320
2024-03-01,CRIC7633A6,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,100L,31,1500,46500
2024-03-01,CRIC8B52CE,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Light Training 120g,64,4830,309120
2024-03-01,CRIC538334,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Short Handle,40,7270,290800
2024-03-01,CRIC385D92,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Small,39,4580,178620
2024-03-01,CRICF950D4,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Training Soft Ball,27,5170,139590
2024-03-01,CRIC16E55F,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Long Handle,29,5260,152540
2024-03-01,CRIC02DA3C,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Lightweight,24,4540,108960
2024-03-01,CRIC98DB22,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Medium,14,5370,75180
2024-03-01,CRICCE879E,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Pro Edition,71,1100,78100
2024-03-01,CRIC372046,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Youth,35,1540,53900
2024-03-01,CRICF6D4C2,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Pro Edition,14,1610,22540
2024-03-01,CRIC7270D1,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Pink 156g,20,5140,102800
2024-03-01,CRIC64B186,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Helmet,AX Guard Cricket Helmet,Medium,13,3260,42380
2024-03-01,CRIC2841E6,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,XL,48,6830,327840
2024-03-01,CRIC2101AF,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Youth,41,6260,256660
2024-03-01,CRICDB62E7,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,Backpack Style,58,2200,127600
2024-03-01,CRICA7A3B4,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Lightweight,67,5190,347730
2024-03-01,CRICD69383,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Wind Ball,11,5980,65780
2024-03-01,FISH731A02,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Lure Kit,BX LureKit Assorted,20 Pieces,51,1070,54570
2024-03-01,FISH8CF49F,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Tackle Box,MX Fishing Tackle Box,Medium,49,2290,112210
2024-03-01,FISH6AC780,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Tackle Box,MX Fishing Tackle Box,Large,24,6250,150000
2024-03-01,FISHC4F1E3,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Lure Kit,BX LureKit Assorted,10 Pieces,38,2210,83980
2024-03-01,FISH9C6E1A,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Reel,PX SmoothSpin Reel,3000,22,3310,72820
2024-03-01,FISH9DCA51,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Fishing Rod,FX Carbon Fishing Rod,8 ft,48,4340,208320
2024-03-01,FISHA6E17F,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Fishing,Fishing Rod,FX Carbon Fishing Rod,6 ft,20,2440,48800
2024-03-01,FOOTDA10C6,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Size 4,25,6430,160750
2024-03-01,FOOT8B25BD,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,Match Training,15,5420,81300
2024-03-01,FOOTBCD3A9,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Lightweight Edition,12,2070,24840
2024-03-01,FOOTC865F3,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,Flat Cut Palm,12,3720,44640
2024-03-01,FOOT9DB3E4,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,Outdoor Edition,15,2370,35550
2024-03-01,FOOTB533BF,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,UK 7,12,2960,35520
2024-03-01,FOOT80D996,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,Hybrid Stitch,27,770,20790
2024-03-01,FOOT0CD3DE,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Large,23,4660,107180
2024-03-01,FOOT528FB5,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,Artificial Turf (TF),28,4670,130760
2024-03-01,FOOT86D9A9,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,Size 9,11,900,9900
2024-03-01,FOOT0E544D,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shin Guards,ShieldX Football Shinguards,Medium,56,2240,125440
2024-03-01,FOOTF63A17,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,Soft Ground (SG),48,7860,377280
2024-03-01,FOOT93E2C6,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,Firm Ground (FG),36,2600,93600
2024-03-01,FOOT2BAAAD,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Hard Grip Surface,23,1430,32890
2024-03-01,FOOT9B3291,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,FX Striker Training Football,High Bounce,35,3510,122850
2024-03-01,FOOT7DA9E9,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football Shoes,RX Sprint Football Boots,UK 8,36,8470,304920
2024-03-01,FOOT6681B1,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Outdoor Turf,26,2010,52260
2024-03-01,FOOT2271DD,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Match Turf Edition,13,4620,60060
2024-03-01,FOOT614FC7,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Size 3,36,5160,185760
2024-03-01,FOOT41CE85,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Indoor Turf,24,1990,47760
2024-03-01,FOOTC136F5,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Goalkeeper Gloves,GK Defender Grip Gloves,Roll Finger,22,5180,113960
2024-03-01,FOOTD3B001,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Football,Football,NX Turf Control Football,Rubber Outer Shell,1,4540,4540
2024-03-01,HIKD0476A,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 7,1,6080,6080
2024-03-01,HIKAED3D8,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 10,2,1360,2720
2024-03-01,HIKD8EC67,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,M,2,1550,3100
2024-03-01,HIK5BEC68,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,XXL,2,6970,13940
2024-03-01,HIK8D130E,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Water Bottles,PX Insulated Hiking Bottle,750 ml,1,4440,4440
2024-03-01,HIK551B1C,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Water Bottles,PX Insulated Hiking Bottle,Steel,2,560,1120
2024-03-01,HIKC3460C,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Water Bottles,PX Insulated Hiking Bottle,500 ml,1,1160,1160
2024-03-01,HIK070F0B,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,L,1,530,530
2024-03-01,HIKCAC6DD,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,S,1,1550,1550
2024-03-01,HIK77A350,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Backpacks,TX Mountain Trek Backpack,40L,1,5290,5290
2024-03-01,HIK1EDFAB,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Trekking Poles,NX Trekking Pole Set,Short (100 cm),2,4750,9500
2024-03-01,HIK36B5E7,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,XL,2,5210,10420
2024-03-01,HIK3D8B94,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Trekking Poles,NX Trekking Pole Set,Medium (120 cm),2,1960,3920
2024-03-01,HIKBE06F0,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Backpacks,TX Mountain Trek Backpack,20L,1,6330,6330
2024-03-01,HIKD4C3B1,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 8,1,2650,2650
2024-03-01,HIK477AAF,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Backpacks,TX Mountain Trek Backpack,30L,2,3230,6460
2024-03-01,HIK3DF988,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Water Bottles,PX Insulated Hiking Bottle,1 L,1,5350,5350
2024-03-01,HIKD36FFD,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Trekking Poles,NX Trekking Pole Set,Foldable,2,4720,9440
2024-03-01,HIKFE5678,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Backpacks,TX Mountain Trek Backpack,50L,1,7830,7830
2024-03-01,HIKF1C8B8,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Trekking Poles,NX Trekking Pole Set,Anti-Shock,2,4770,9540
2024-03-01,HIKC8C113,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 6,2,5450,10900
2024-03-01,HIK122A22,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Trekking Poles,NX Trekking Pole Set,Long (135 cm),2,1110,2220
2024-03-01,HIKAD4D17,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Hiking,Backpacks,TX Mountain Trek Backpack,70L,1,4130,4130
2024-03-01,HORSE77A541,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Riding Boots,PX Leather Riding Boots,UK 6,2,2970,5940
2024-03-01,HORSE2EEE60,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Horse Halter,FX Stable Halter,Standard,1,2800,2800
2024-03-01,HORSE3B12B0,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Riding Crop,NX Flex Riding Crop,60 cm,2,8780,17560
2024-03-01,HORSEAE5456,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Horse Grooming Kit,MX Grooming Brush Kit,5-Piece,2,4020,8040
2024-03-01,HORSEB0E845,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Riding Helmet,HX Rider Safety Helmet,Black,1,10140,10140
2024-03-01,HORSE63358C,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Saddle Pad,TX Comfort Saddle Pad,Pony Size,1,5680,5680
2024-03-01,HORSEEB0E93,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Riding Boots,PX Leather Riding Boots,UK 7,2,7320,14640
2024-03-01,HORSEE8A02C,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Riding Crop,NX Flex Riding Crop,70 cm,1,4920,4920
2024-03-01,HORSE32EC33,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Horse Riding,Riding Helmet,HX Rider Safety Helmet,Brown,1,6910,6910
2024-03-01,RUND03BFE,90002004,202403,2024,March,Mar,Q1,2024-Q1,Atlikon Sports India,India,Brick & Mortar,Direct,Running,Stopwatch,TX Runner Digital Stopwatch,Lap Counter,1,4950,4950
